Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2015","2015","g/personne/jour","15.68","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2018","2018","g/personne/jour","15.84","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2018","2018","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2015","2015","g/personne/jour","1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2018","2018","g/personne/jour","1.06","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2740","Beurre, Ghee","2015","2015","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2740","Beurre, Ghee","2018","2018","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2743","Crème","2015","2015","g/personne/jour","0.15","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2743","Crème","2018","2018","g/personne/jour","0.12","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2737","Graisses Animales Crue","2015","2015","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2737","Graisses Animales Crue","2018","2018","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2781","Huiles de Poissons","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2781","Huiles de Poissons","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2782","Huiles de Foie de Poisso","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2782","Huiles de Foie de Poisso","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2744","Oeufs","2015","2015","g/personne/jour","2.23","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2744","Oeufs","2018","2018","g/personne/jour","2.39","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2848","Lait - Excl Beurre","2015","2015","g/personne/jour","9.94","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2848","Lait - Excl Beurre","2018","2018","g/personne/jour","9.62","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2761","Poissons Eau Douce","2015","2015","g/personne/jour","0.31","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2761","Poissons Eau Douce","2018","2018","g/personne/jour","0.31","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2762","Perciform","2015","2015","g/personne/jour","0.37","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2762","Perciform","2018","2018","g/personne/jour","0.43","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2015","2015","g/personne/jour","6.77","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2018","2018","g/personne/jour","7.54","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2764","Poissons Marins, Autres","2015","2015","g/personne/jour","3.91","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2764","Poissons Marins, Autres","2018","2018","g/personne/jour","3.66","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2765","Crustacés","2015","2015","g/personne/jour","0.55","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2765","Crustacés","2018","2018","g/personne/jour","0.46","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2766","Cephalopodes","2015","2015","g/personne/jour","0.07","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2766","Cephalopodes","2018","2018","g/personne/jour","0.19","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2767","Mollusques, Autres","2015","2015","g/personne/jour","0.06","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2767","Mollusques, Autres","2018","2018","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2775","Plantes Aquatiques","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","2775","Plantes Aquatiques","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2015","2015","g/personne/jour","5.68","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2018","2018","g/personne/jour","7.41","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2015","2015","g/personne/jour","0.04","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2018","2018","g/personne/jour","0.04","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2015","2015","g/personne/jour","9.79","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2018","2018","g/personne/jour","11.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2015","2015","g/personne/jour","9.44","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2018","2018","g/personne/jour","9.69","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2015","2015","g/personne/jour","0.13","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2018","2018","g/personne/jour","0.12","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2015","2015","g/personne/jour","3.78","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2018","2018","g/personne/jour","3.59","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2740","Beurre, Ghee","2015","2015","g/personne/jour","0.12","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2740","Beurre, Ghee","2018","2018","g/personne/jour","0.1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2743","Crème","2015","2015","g/personne/jour","0.1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2743","Crème","2018","2018","g/personne/jour","0.11","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2737","Graisses Animales Crue","2015","2015","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2737","Graisses Animales Crue","2018","2018","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2781","Huiles de Poissons","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2781","Huiles de Poissons","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2782","Huiles de Foie de Poisso","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2782","Huiles de Foie de Poisso","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2744","Oeufs","2015","2015","g/personne/jour","4.04","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2744","Oeufs","2018","2018","g/personne/jour","4.1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2848","Lait - Excl Beurre","2015","2015","g/personne/jour","13.32","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2848","Lait - Excl Beurre","2018","2018","g/personne/jour","12.85","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2761","Poissons Eau Douce","2015","2015","g/personne/jour","0.58","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2761","Poissons Eau Douce","2018","2018","g/personne/jour","0.35","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2762","Perciform","2015","2015","g/personne/jour","0.65","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2762","Perciform","2018","2018","g/personne/jour","0.64","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2015","2015","g/personne/jour","1.69","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2018","2018","g/personne/jour","1.86","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2764","Poissons Marins, Autres","2015","2015","g/personne/jour","0.15","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2764","Poissons Marins, Autres","2018","2018","g/personne/jour","0.19","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2765","Crustacés","2015","2015","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2765","Crustacés","2018","2018","g/personne/jour","0.07","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2766","Cephalopodes","2015","2015","g/personne/jour","0.06","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2766","Cephalopodes","2018","2018","g/personne/jour","0.04","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2767","Mollusques, Autres","2015","2015","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2767","Mollusques, Autres","2018","2018","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2769","Animaux Aquatiques Autre","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2769","Animaux Aquatiques Autre","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2775","Plantes Aquatiques","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","2775","Plantes Aquatiques","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2015","2015","g/personne/jour","4.36","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2018","2018","g/personne/jour","4.38","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2015","2015","g/personne/jour","0.48","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2018","2018","g/personne/jour","0.42","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2015","2015","g/personne/jour","6.81","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2018","2018","g/personne/jour","6.84","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2015","2015","g/personne/jour","4.04","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2018","2018","g/personne/jour","4.06","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2015","2015","g/personne/jour","1.59","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2018","2018","g/personne/jour","1.51","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2015","2015","g/personne/jour","1.18","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2018","2018","g/personne/jour","3","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2740","Beurre, Ghee","2015","2015","g/personne/jour","0.2","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2740","Beurre, Ghee","2018","2018","g/personne/jour","0.15","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2743","Crème","2015","2015","g/personne/jour","0.74","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2743","Crème","2018","2018","g/personne/jour","1.12","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2737","Graisses Animales Crue","2015","2015","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2737","Graisses Animales Crue","2018","2018","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2781","Huiles de Poissons","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2781","Huiles de Poissons","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2782","Huiles de Foie de Poisso","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2782","Huiles de Foie de Poisso","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2744","Oeufs","2015","2015","g/personne/jour","2.48","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2744","Oeufs","2018","2018","g/personne/jour","2.19","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2848","Lait - Excl Beurre","2015","2015","g/personne/jour","27.72","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2848","Lait - Excl Beurre","2018","2018","g/personne/jour","28.82","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2761","Poissons Eau Douce","2015","2015","g/personne/jour","1.83","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2761","Poissons Eau Douce","2018","2018","g/personne/jour","1.82","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2762","Perciform","2015","2015","g/personne/jour","2.3","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2762","Perciform","2018","2018","g/personne/jour","2.32","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2015","2015","g/personne/jour","1.51","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2018","2018","g/personne/jour","1.24","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2764","Poissons Marins, Autres","2015","2015","g/personne/jour","0.18","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2764","Poissons Marins, Autres","2018","2018","g/personne/jour","0.13","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2765","Crustacés","2015","2015","g/personne/jour","0.45","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2765","Crustacés","2018","2018","g/personne/jour","0.23","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2766","Cephalopodes","2015","2015","g/personne/jour","0.05","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2766","Cephalopodes","2018","2018","g/personne/jour","0.11","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2767","Mollusques, Autres","2015","2015","g/personne/jour","0.29","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2767","Mollusques, Autres","2018","2018","g/personne/jour","0.21","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2769","Animaux Aquatiques Autre","2015","2015","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2769","Animaux Aquatiques Autre","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2775","Plantes Aquatiques","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","2775","Plantes Aquatiques","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2015","2015","g/personne/jour","1.78","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2018","2018","g/personne/jour","1.78","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2015","2015","g/personne/jour","0.05","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2018","2018","g/personne/jour","0.04","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2015","2015","g/personne/jour","4.46","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2018","2018","g/personne/jour","7.88","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2015","2015","g/personne/jour","8.28","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2018","2018","g/personne/jour","8.32","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2015","2015","g/personne/jour","0.14","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2018","2018","g/personne/jour","0.15","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2015","2015","g/personne/jour","0.35","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2018","2018","g/personne/jour","0.41","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2740","Beurre, Ghee","2015","2015","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2740","Beurre, Ghee","2018","2018","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2743","Crème","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2743","Crème","2018","2018","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","2737","Graisses Animales Crue","2015","2015","g/personne/jour","0.05","Fc","Donnée calculée"
